BRITANNIA/N,1_1
POST/2,1_1
BRITANNI/N,1_1
ET/2,1_1
PICTI/N,1_1
TERTIVS,1_1
SCOTI/N,1_1
NATIO/1,1_1
IN,1_1
PICTI/N,1_1
PARS,1_1
RECIPIO,1_1
QVI/1,1_1
DVX,1_1
REVDA/N,1_1
DE,1_1
HIBERNIA/N,1_1
PROGREDIOR,1_1
VEL/1,1_1
AMICITIA,1_1
VEL/1,1_1
FERRVM,1_1
SVI/1,1_1
INTER,1_1
IS,1_1
SEDES,1_1
QVI/1,1_1
HACTENVS,1_1
HABEO,1_1
VINDICO,1_1
AB,1_1
QVI/1,1_1
VIDELICET,1_1
DVX,1_1
VSQVE,1_1
HODIE,1_1
DALREVDINI/N,1_1
VOCO,1_1
NAM,1_1
LINGVA,1_1
IS,1_1
DAL,1_1
PARS,1_1
SIGNIFICO,1_1
HIBERNIA/N,1_1
AVTEM,1_1
ET/2,1_1
LATITVDO,1_1
SVVS,1_1
STO,1_1
ET/2,1_1
SALVBRITAS,1_1
AC/1,1_1
SERENITAS,1_1
AER,1_1
MVLTVS,1_1
BRITANNIA/N,1_1
PRAESTO/1,1_1
ITA,1_1
VT/4,1_1
RARVS,1_1
IBI,1_1
NIX,1_1
MVLTVS,1_1
QVAM/1,1_1
TRIDVANVS,1_1
REMANEO,1_1
NEMO,1_1
PROPTER/2,1_1
HIEMO,1_1
AVT,1_1
