,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
christianvs/2,2,0.31496062992125984,vmqvam,2,0.31545741324921134,pecvnia,2,0.3795066413662239,vocabvlvm,2,0.36036036036036034,primo,2,0.33167495854063017,svavis,2,0.35211267605633806,do,2,0.31645569620253167,assvm/1,2,0.3508771929824561,caro/1,2,0.33003300330033003,cavsa,2,0.38461538461538464,qvidam,2,0.30120481927710846,lvx,2,0.338409475465313,svavis,2,0.3105590062111801,amor,2,0.38167938931297707,ordino,2,0.398406374501992,egredior,2,0.3252032520325203,servio,2,0.2828854314002829,roma/n,2,0.33613445378151263,contingo/1,2,0.3067484662576687,romanvs/a,2,0.2777777777777778
cvnctvs,2,0.31496062992125984,aqva,2,0.31545741324921134,reddo,2,0.3795066413662239,commvnico,2,0.36036036036036034,postqvam,2,0.33167495854063017,sermo,2,0.35211267605633806,cvmqve,2,0.31645569620253167,relinqvo,2,0.3508771929824561,ostendo,2,0.33003300330033003,spiritvs,2,0.38461538461538464,flvvivs,2,0.30120481927710846,clarvs,2,0.338409475465313,conflvo,2,0.3105590062111801,exspecto,2,0.38167938931297707,intelligo,2,0.398406374501992,tantvs,2,0.3252032520325203,cvnctvs,2,0.2828854314002829,permitto,2,0.33613445378151263,peto,2,0.3067484662576687,hinc,2,0.2777777777777778
parvvs/2,2,0.31496062992125984,recipio,2,0.31545741324921134,cerno,2,0.3795066413662239,socio,2,0.36036036036036034,gloria,2,0.33167495854063017,transeo/1,2,0.35211267605633806,caelvm/1,2,0.31645569620253167,miracvlvm,2,0.3508771929824561,placeo,2,0.33003300330033003,laboro,2,0.38461538461538464,contra/2,2,0.30120481927710846,creber,2,0.338409475465313,transfero,2,0.3105590062111801,mater,2,0.38167938931297707,rogo,2,0.398406374501992,obtempero,2,0.3252032520325203,animvs,2,0.2828854314002829,consilivm,2,0.33613445378151263,servo,2,0.3067484662576687,svccessor,2,0.2777777777777778
devotio,2,0.31496062992125984,ardeo,2,0.31545741324921134,damnatio,2,0.3795066413662239,servio,2,0.36036036036036034,parvvs/2,2,0.33167495854063017,amo,2,0.35211267605633806,regnvm,2,0.31645569620253167,defvngor,2,0.3508771929824561,div,2,0.33003300330033003,lvx,2,0.38461538461538464,confiteor,2,0.30120481927710846,vaco,2,0.338409475465313,dvco,2,0.3105590062111801,via,2,0.38167938931297707,ostendo,2,0.398406374501992,donec,2,0.3252032520325203,primo,2,0.2828854314002829,colligo/3,2,0.33613445378151263,vivo,2,0.3067484662576687,pervenio,2,0.2777777777777778
saecvlaris,2,0.31496062992125984,lvcidvs,2,0.31545741324921134,praedico/1,2,0.3795066413662239,morior,2,0.36036036036036034,mors,2,0.33167495854063017,pvlvis,2,0.35211267605633806,promitto,2,0.31645569620253167,sermo,2,0.3508771929824561,praebeo,2,0.33003300330033003,sors,2,0.38461538461538464,contingo/1,2,0.30120481927710846,libero,2,0.338409475465313,perfectio,2,0.3105590062111801,teneo,2,0.38167938931297707,praedicatio,2,0.398406374501992,religio,2,0.3252032520325203,dominicvs,2,0.2828854314002829,exinde,2,0.33613445378151263,familia,2,0.3067484662576687,scio,2,0.2777777777777778
mors,2,0.31496062992125984,permaneo,2,0.31545741324921134,fortis,2,0.3795066413662239,convenio,2,0.36036036036036034,perdo,2,0.33167495854063017,siqvidem,2,0.35211267605633806,avfero,2,0.31645569620253167,perdo,2,0.3508771929824561,tandem,2,0.33003300330033003,rogo,2,0.38461538461538464,intro/1,2,0.30120481927710846,agmen,2,0.338409475465313,homo,2,0.3105590062111801,silentivm,2,0.38167938931297707,exhortatio,2,0.398406374501992,vsvs,2,0.3252032520325203,incarnatio,2,0.2828854314002829,praesens,2,0.33613445378151263,dvo,2,0.3067484662576687,obsecro,2,0.2777777777777778
lectio,2,0.31496062992125984,svmmvs,2,0.31545741324921134,statim,2,0.3795066413662239,gradvs,2,0.36036036036036034,nihil,2,0.33167495854063017,svpra/2,2,0.35211267605633806,animvs,2,0.31645569620253167,involvo,2,0.3508771929824561,necessitas,2,0.33003300330033003,loqvor,2,0.38461538461538464,dono,2,0.30120481927710846,teneo,2,0.338409475465313,pvlvis,2,0.3105590062111801,aio,2,0.38167938931297707,praedico/1,2,0.398406374501992,virtvs,2,0.3252032520325203,apostolvs,2,0.2828854314002829,insvla,2,0.33613445378151263,maneo,2,0.3067484662576687,mvltvs,2,0.2777777777777778
ivvo,2,0.31496062992125984,scientia,2,0.31545741324921134,sapio,2,0.3795066413662239,annvs,2,0.36036036036036034,intelligo,2,0.33167495854063017,commendo,2,0.35211267605633806,debeo,2,0.31645569620253167,qvantvs/1,2,0.3508771929824561,amplvs,2,0.33003300330033003,neqvaqvam,2,0.38461538461538464,respondeo,2,0.30120481927710846,traho,2,0.338409475465313,nihil,2,0.3105590062111801,pascha,2,0.38167938931297707,monachvs,2,0.398406374501992,relinqvo,2,0.3252032520325203,idolvm,2,0.2828854314002829,mando/2,2,0.33613445378151263,assvm/1,2,0.3067484662576687,valeo,2,0.2777777777777778
svpra/2,2,0.31496062992125984,primvs,2,0.31545741324921134,donvm,2,0.3795066413662239,exemplvm,2,0.36036036036036034,tot,2,0.33167495854063017,svscipio,2,0.35211267605633806,saecvlvm,2,0.31645569620253167,pecvnia,2,0.3508771929824561,gavdeo,2,0.33003300330033003,perficio,2,0.38461538461538464,dives,2,0.30120481927710846,accedo/1,2,0.338409475465313,propono,2,0.3105590062111801,addvco,2,0.38167938931297707,fvga,2,0.398406374501992,ieivnivm,2,0.3252032520325203,qvodammodo,2,0.2828854314002829,mercii/n,2,0.33613445378151263,relinqvo,2,0.3067484662576687,praeter/2,2,0.2777777777777778
pvgno,2,0.31496062992125984,accipio,2,0.31545741324921134,nvmqvam,2,0.3795066413662239,lectio,2,0.36036036036036034,pietas,2,0.33167495854063017,via,2,0.35211267605633806,saecvlaris,2,0.31645569620253167,hostis,2,0.3508771929824561,tango,2,0.33003300330033003,div,2,0.38461538461538464,dominvs,2,0.30120481927710846,prex,2,0.338409475465313,seqvor,2,0.3105590062111801,devoto,2,0.38167938931297707,donvm,2,0.398406374501992,doctrina,2,0.3252032520325203,nihil,2,0.2828854314002829,qvalis/1,2,0.33613445378151263,avfero,2,0.3067484662576687,ambo/2,2,0.2777777777777778
sepelio,2,0.31496062992125984,incipio,2,0.31545741324921134,abeo/1,2,0.3795066413662239,etenim,2,0.36036036036036034,eripio,2,0.33167495854063017,silentivm,2,0.35211267605633806,cogito,2,0.31645569620253167,barbarvs/2,2,0.3508771929824561,strenvvs,2,0.33003300330033003,prex,2,0.38461538461538464,praecipio,2,0.30120481927710846,sedeo,2,0.338409475465313,lectio,2,0.3105590062111801,postvlo,2,0.38167938931297707,gavdeo,2,0.398406374501992,annvs,2,0.3252032520325203,constrvo,2,0.2828854314002829,monasterivm,2,0.33613445378151263,appropinqvo,2,0.3067484662576687,hodie,2,0.2777777777777778
clavdo/1,2,0.31496062992125984,perhibeo,2,0.31545741324921134,actio,2,0.3795066413662239,laboro,2,0.36036036036036034,ecce,2,0.33167495854063017,accedo/1,2,0.35211267605633806,caro/1,2,0.31645569620253167,timeo,2,0.3508771929824561,indicivm,2,0.33003300330033003,virvs,2,0.38461538461538464,aeternvs,2,0.30120481927710846,amplvs,2,0.338409475465313,amor,2,0.3105590062111801,divido,2,0.38167938931297707,annvo,2,0.398406374501992,dominicvs,2,0.3252032520325203,pax,2,0.2828854314002829,condo,2,0.33613445378151263,converto,2,0.3067484662576687,qvin/1,2,0.2777777777777778
offero,2,0.31496062992125984,qvamvis/1,2,0.31545741324921134,svrgo,2,0.3795066413662239,ingenivm,2,0.36036036036036034,timeo,2,0.33167495854063017,clamo,2,0.35211267605633806,actvs/3,2,0.31645569620253167,migro,2,0.3508771929824561,mentio/1,2,0.33003300330033003,appareo,2,0.38461538461538464,promitto,2,0.30120481927710846,svbeo/1,2,0.338409475465313,anima,2,0.3105590062111801,infero,2,0.38167938931297707,tempestas,2,0.398406374501992,habitvs/1,2,0.3252032520325203,teneo,2,0.2828854314002829,memini,2,0.33613445378151263,postqvam,2,0.3067484662576687,talis,2,0.2777777777777778
aio,2,0.31496062992125984,ergo/2,2,0.31545741324921134,sanvs,2,0.3795066413662239,anima,2,0.36036036036036034,signvm,2,0.33167495854063017,amplvs,2,0.35211267605633806,perdo,2,0.31645569620253167,svscipio,2,0.3508771929824561,disciplina,2,0.33003300330033003,indico/1,2,0.38461538461538464,hvc,2,0.30120481927710846,examino,2,0.338409475465313,moveo,2,0.3105590062111801,tango,2,0.38167938931297707,sacro,2,0.398406374501992,pvlvis,2,0.3252032520325203,perficio,2,0.2828854314002829,excipio,2,0.33613445378151263,saecvlvm,2,0.3067484662576687,tantvs,2,0.2777777777777778
oportet,2,0.31496062992125984,dono,2,0.31545741324921134,incvmbo,2,0.3795066413662239,mater,2,0.36036036036036034,via,2,0.33167495854063017,gavdeo,2,0.35211267605633806,decet,2,0.31645569620253167,necessitas,2,0.3508771929824561,devoveo,2,0.33003300330033003,revoco,2,0.38461538461538464,socio,2,0.30120481927710846,impetvs,2,0.338409475465313,timeo,2,0.3105590062111801,praeparo/2,2,0.38167938931297707,presbyter,1,0.199203187250996,etenim,2,0.3252032520325203,observo,2,0.2828854314002829,libellvs,2,0.33613445378151263,qvodammodo,2,0.3067484662576687,interpres,2,0.2777777777777778
div,2,0.31496062992125984,respondeo,2,0.31545741324921134,abbatissa,2,0.3795066413662239,perdvco,2,0.36036036036036034,offero,2,0.33167495854063017,reor,2,0.35211267605633806,conversatio,2,0.31645569620253167,postvlo,2,0.3508771929824561,ingravesco,2,0.33003300330033003,vtilitas,2,0.38461538461538464,converto,2,0.30120481927710846,virvs,2,0.338409475465313,ivs/1,2,0.3105590062111801,compositvm,2,0.38167938931297707,prior,1,0.199203187250996,dolor,2,0.3252032520325203,tandem,2,0.2828854314002829,siqvis,2,0.33613445378151263,porto,2,0.3067484662576687,licentia,2,0.2777777777777778
certamen,2,0.31496062992125984,aspicio,2,0.31545741324921134,castigo,2,0.3795066413662239,dispono,2,0.36036036036036034,vvltvs,2,0.33167495854063017,devoveo,2,0.35211267605633806,fvngor,2,0.31645569620253167,sentio,2,0.3508771929824561,provisio,2,0.33003300330033003,idololatria,2,0.38461538461538464,doctor,2,0.30120481927710846,trado,2,0.338409475465313,placeo,2,0.3105590062111801,rex,1,0.19083969465648853,noster,1,0.199203187250996,verax,2,0.3252032520325203,manvs/1,2,0.2828854314002829,pono,2,0.33613445378151263,exemplvm,2,0.3067484662576687,praedico/3,2,0.2777777777777778
postvlo,2,0.31496062992125984,tertivs,2,0.31545741324921134,christvs/n,1,0.18975332068311196,consecro,2,0.36036036036036034,interrogo,2,0.33167495854063017,termino,2,0.35211267605633806,semper,2,0.31645569620253167,spero,2,0.3508771929824561,gloriosvs,1,0.16501650165016502,pridie,2,0.38461538461538464,amo,2,0.30120481927710846,absolvo,2,0.338409475465313,fortis,2,0.3105590062111801,desidero,1,0.19083969465648853,accendo,1,0.199203187250996,reddo,2,0.3252032520325203,monachvs,2,0.2828854314002829,natio/1,2,0.33613445378151263,manifestvs,2,0.3067484662576687,nolo,2,0.2777777777777778
monachvs,2,0.31496062992125984,sto,2,0.31545741324921134,nvper,1,0.18975332068311196,rapio,2,0.36036036036036034,adivvo,2,0.33167495854063017,visito,2,0.35211267605633806,exemplvm,2,0.31645569620253167,exsvrgo,2,0.3508771929824561,rex,1,0.16501650165016502,timor,2,0.38461538461538464,gravis,2,0.30120481927710846,svrgo,2,0.338409475465313,abeo/1,2,0.3105590062111801,tvvs,1,0.19083969465648853,qvoqve,1,0.199203187250996,exspecto,2,0.3252032520325203,svvm,2,0.2828854314002829,singvlvs,2,0.33613445378151263,qvantvs/1,2,0.3067484662576687,ieivnivm,2,0.2777777777777778
perimo,2,0.31496062992125984,rarvs,2,0.31545741324921134,probo,1,0.18975332068311196,tametsi,2,0.36036036036036034,tandem,2,0.33167495854063017,christvs/n,1,0.17605633802816903,nego,2,0.31645569620253167,nvmqvam,2,0.3508771929824561,nvper,1,0.16501650165016502,veneratio,2,0.38461538461538464,intentio,2,0.30120481927710846,rapio,2,0.338409475465313,templvm,2,0.3105590062111801,solvs,1,0.19083969465648853,svbtraho,1,0.199203187250996,pvgno,2,0.3252032520325203,perimo,2,0.2828854314002829,qvidam,2,0.33613445378151263,clarvs,2,0.3067484662576687,cvnctvs,2,0.2777777777777778
gavdeo,2,0.31496062992125984,patria,2,0.31545741324921134,sanctvs,1,0.18975332068311196,ideo,2,0.36036036036036034,sedeo,2,0.33167495854063017,desidero,1,0.17605633802816903,sacramentvm,2,0.31645569620253167,qviesco,2,0.3508771929824561,desidero,1,0.16501650165016502,visito,2,0.38461538461538464,conversatio,2,0.30120481927710846,cresco,2,0.338409475465313,eqvito,2,0.3105590062111801,sanctvs,1,0.19083969465648853,beatvs,1,0.199203187250996,svscipio,2,0.3252032520325203,vicvs,2,0.2828854314002829,copiosvs,2,0.33613445378151263,pecvnia,2,0.3067484662576687,doctrina,2,0.2777777777777778
pergo,2,0.31496062992125984,secerno,2,0.31545741324921134,nosco,1,0.18975332068311196,rex,1,0.18018018018018017,sagax,2,0.33167495854063017,probo,1,0.17605633802816903,ratio,2,0.31645569620253167,svccedo/1,2,0.3508771929824561,stvdivm,1,0.16501650165016502,eximivs,2,0.38461538461538464,propono,2,0.30120481927710846,immensvs,2,0.338409475465313,clades,2,0.3105590062111801,vervs,1,0.19083969465648853,archiepiscopvs,1,0.199203187250996,via,2,0.3252032520325203,postmodvm,2,0.2828854314002829,recipio,2,0.33613445378151263,nescio,2,0.3067484662576687,oro,2,0.2777777777777778
sabbatvm,2,0.31496062992125984,domvs,2,0.31545741324921134,noster,1,0.18975332068311196,prior,1,0.18018018018018017,donvm,2,0.33167495854063017,plenvs,1,0.17605633802816903,resvrrectio,2,0.31645569620253167,tormentvm,2,0.3508771929824561,vervs,1,0.16501650165016502,aliqvot,2,0.38461538461538464,siqvidem,2,0.30120481927710846,ordo,2,0.338409475465313,observatio,2,0.3105590062111801,vir,1,0.19083969465648853,diligens,1,0.199203187250996,offero,2,0.3252032520325203,cresco,2,0.2828854314002829,redeo/1,2,0.33613445378151263,signvm,2,0.3067484662576687,gradvs,2,0.2777777777777778
corrigo,2,0.31496062992125984,ira,2,0.31545741324921134,cvra,1,0.18975332068311196,probo,1,0.18018018018018017,trado,2,0.33167495854063017,tvvs,1,0.17605633802816903,dolor,2,0.31645569620253167,ascendo,2,0.3508771929824561,sollicitvs,1,0.16501650165016502,nvper,1,0.19230769230769232,pavper,2,0.30120481927710846,ianva,2,0.338409475465313,devenio,2,0.3105590062111801,cvra,1,0.19083969465648853,vox,1,0.199203187250996,certamen,2,0.3252032520325203,gloriosvs,1,0.14144271570014144,nvmervs,2,0.33613445378151263,dispono,2,0.3067484662576687,annvs,2,0.2777777777777778
cvpio,2,0.31496062992125984,apostolicvs,2,0.31545741324921134,refero,1,0.18975332068311196,nosco,1,0.18018018018018017,introdvco,2,0.33167495854063017,sollicitvs,1,0.17605633802816903,continvvs,2,0.31645569620253167,sanitas,2,0.3508771929824561,pivs,1,0.16501650165016502,desidero,1,0.19230769230769232,desiderivm,2,0.30120481927710846,insisto,2,0.338409475465313,sano,2,0.3105590062111801,bonvs,1,0.19083969465648853,postea,1,0.199203187250996,ivstvs,2,0.3252032520325203,prior,1,0.14144271570014144,accipio,2,0.33613445378151263,vestis,2,0.3067484662576687,eatenvs,2,0.2777777777777778
passio,2,0.31496062992125984,debeo,2,0.31545741324921134,avditor,1,0.18975332068311196,refero,1,0.18018018018018017,salvto,2,0.33167495854063017,qvoqve,1,0.17605633802816903,pavper,2,0.31645569620253167,integer,2,0.3508771929824561,cognosco,1,0.16501650165016502,plenvs,1,0.19230769230769232,perdvco,2,0.30120481927710846,aliqvando,2,0.338409475465313,gravo,2,0.3105590062111801,avditor,1,0.19083969465648853,vsqve,1,0.199203187250996,necessitas,2,0.3252032520325203,tvvs,1,0.14144271570014144,ingredior,2,0.33613445378151263,impleo,2,0.3067484662576687,profero,2,0.2777777777777778
gloriosvs,1,0.15748031496062992,devotio,2,0.31545741324921134,devs,1,0.18975332068311196,sollicitvs,1,0.18018018018018017,qviesco,2,0.33167495854063017,vigilo,1,0.17605633802816903,cor,2,0.31645569620253167,diligo/3,2,0.3508771929824561,cvro,1,0.16501650165016502,stvdivm,1,0.19230769230769232,via,2,0.30120481927710846,vicinia,2,0.338409475465313,angli/n,1,0.15527950310559005,dignvs,1,0.19083969465648853,svccessor,1,0.199203187250996,flecto,2,0.3252032520325203,scriptvra,1,0.14144271570014144,sedes,2,0.33613445378151263,agmen,2,0.3067484662576687,dvco,2,0.2777777777777778
meditor,1,0.15748031496062992,semper,2,0.31545741324921134,accendo,1,0.18975332068311196,pivs,1,0.18018018018018017,beneficivm,2,0.33167495854063017,ecclesia,1,0.17605633802816903,pertineo,2,0.31645569620253167,appono,2,0.3508771929824561,omnis,1,0.16501650165016502,avdio,1,0.19230769230769232,monachvs,2,0.30120481927710846,historia,1,0.1692047377326565,desidero,1,0.15527950310559005,memoro,1,0.19083969465648853,perfero,1,0.199203187250996,narro,2,0.3252032520325203,nosco,1,0.14144271570014144,dives,2,0.33613445378151263,vvltvs,2,0.3067484662576687,qvomodo/1,2,0.2777777777777778
avdio,1,0.15748031496062992,opera,2,0.31545741324921134,salvs,1,0.18975332068311196,accendo,1,0.18018018018018017,ivvenis/2,2,0.33167495854063017,provincia,1,0.17605633802816903,ecce,2,0.31645569620253167,somnvs,2,0.3508771929824561,venerabilis,1,0.16501650165016502,nosco,1,0.19230769230769232,portio,2,0.30120481927710846,desidero,1,0.1692047377326565,noster,1,0.15527950310559005,svbtraho,1,0.19083969465648853,sacerdos,1,0.199203187250996,eo/1,2,0.3252032520325203,maxime,1,0.14144271570014144,fvtvrvs,2,0.33613445378151263,exhibeo,2,0.3067484662576687,intelligo,2,0.2777777777777778
verbvm,1,0.15748031496062992,pax,2,0.31545741324921134,consilivm,1,0.18975332068311196,qvoqve,1,0.18018018018018017,gens,1,0.16583747927031509,perfero,1,0.17605633802816903,barbarvs/2,2,0.31645569620253167,ideo,2,0.3508771929824561,ervdio,1,0.16501650165016502,noster,1,0.19230769230769232,amplvs,2,0.30120481927710846,lego/2,1,0.1692047377326565,bonvs,1,0.15527950310559005,disco,1,0.19083969465648853,pervenio,1,0.199203187250996,invicem,2,0.3252032520325203,sollicitvs,1,0.14144271570014144,parvvs/2,2,0.33613445378151263,statim,2,0.3067484662576687,sacramentvm,2,0.2777777777777778
sedvlvs,1,0.15748031496062992,aio,2,0.31545741324921134,vsqve,1,0.18975332068311196,avctoritas,1,0.18018018018018017,lego/2,1,0.16583747927031509,gratia,1,0.17605633802816903,neqvaqvam,2,0.31645569620253167,pvto,2,0.3508771929824561,institvo,1,0.16501650165016502,cvra,1,0.19230769230769232,trado,2,0.30120481927710846,vervs,1,0.1692047377326565,dignvs,1,0.15527950310559005,traditio,1,0.19083969465648853,condo,1,0.199203187250996,bellvm,2,0.3252032520325203,cognosco,1,0.14144271570014144,proficio,2,0.33613445378151263,honorificvs,2,0.3067484662576687,incoho,2,0.2777777777777778
religiosvs,1,0.15748031496062992,christvs/n,1,0.15772870662460567,exinde,1,0.18975332068311196,occasio,1,0.18018018018018017,avdio,1,0.16583747927031509,pars,1,0.17605633802816903,hvmilis,2,0.31645569620253167,rex,1,0.17543859649122806,provincia,1,0.16501650165016502,refero,1,0.19230769230769232,absolvo,2,0.30120481927710846,nosco,1,0.1692047377326565,dvbito,1,0.15527950310559005,pontifex,1,0.19083969465648853,libellvs,1,0.199203187250996,portio,2,0.3252032520325203,simvl/1,1,0.14144271570014144,lvx,2,0.33613445378151263,cresco,2,0.3067484662576687,resvrrectio,2,0.2777777777777778
accendo,1,0.15748031496062992,probo,1,0.15772870662460567,olim,1,0.18975332068311196,cvro,1,0.18018018018018017,nosco,1,0.16583747927031509,deniqve,1,0.17605633802816903,sepelio,2,0.31645569620253167,ecclesiasticvs,1,0.17543859649122806,vox,1,0.16501650165016502,pivs,1,0.19230769230769232,confestim,2,0.30120481927710846,noster,1,0.1692047377326565,cvro,1,0.15527950310559005,romanvs/a,1,0.19083969465648853,siqvis,1,0.199203187250996,gladivs,2,0.3252032520325203,divinvs/2,1,0.14144271570014144,pecvnia,2,0.33613445378151263,immensvs,2,0.3067484662576687,edoceo,2,0.2777777777777778
rego,1,0.15748031496062992,plenvs,1,0.15772870662460567,scio,1,0.18975332068311196,abba,1,0.18018018018018017,cvra,1,0.16583747927031509,ministerivm,1,0.17605633802816903,facies,2,0.31645569620253167,lego/2,1,0.17543859649122806,videlicet,1,0.16501650165016502,devs,1,0.19230769230769232,qvaero,2,0.30120481927710846,refero,1,0.1692047377326565,memoria,1,0.15527950310559005,invenio,1,0.19083969465648853,locvs,1,0.199203187250996,qvod/1,2,0.3252032520325203,salvs,1,0.14144271570014144,infidelis,2,0.33613445378151263,devenio,2,0.3067484662576687,ostendo,2,0.2777777777777778
omnis,1,0.15748031496062992,stvdivm,1,0.15772870662460567,memini,1,0.18975332068311196,institvo,1,0.18018018018018017,memoro,1,0.16583747927031509,vita,1,0.17605633802816903,postvlo,2,0.31645569620253167,bonvs,1,0.17543859649122806,nonnvllvs,1,0.16501650165016502,dignvs,1,0.19230769230769232,ablvo,2,0.30120481927710846,sollicitvs,1,0.1692047377326565,theodore/n1,1,0.15527950310559005,itaqve,1,0.19083969465648853,intercessio,1,0.199203187250996,ascendo,2,0.3252032520325203,revereor,1,0.14144271570014144,celebro,2,0.33613445378151263,corripio,2,0.3067484662576687,svpra/2,2,0.2777777777777778
abba,1,0.15748031496062992,nosco,1,0.15772870662460567,aliter,1,0.18975332068311196,discipvlvs,1,0.18018018018018017,rego,1,0.16583747927031509,erga,1,0.17605633802816903,bellvm,2,0.31645569620253167,notitia,1,0.17543859649122806,consilivm,1,0.16501650165016502,memoro,1,0.19230769230769232,honorificvs,2,0.30120481927710846,religiosvs,1,0.1692047377326565,institvo,1,0.15527950310559005,percipio,1,0.19083969465648853,qvondam,1,0.199203187250996,imbvo,2,0.3252032520325203,archiepiscopvs,1,0.14144271570014144,offero,2,0.33613445378151263,gloriosvs,1,0.15337423312883436,filivs,2,0.2777777777777778
archiepiscopvs,1,0.15748031496062992,bonvs,1,0.15772870662460567,pono,1,0.18975332068311196,nonnvllvs,1,0.18018018018018017,dvbito,1,0.16583747927031509,antistes,1,0.17605633802816903,exeo/1,2,0.31645569620253167,simvl/1,1,0.17543859649122806,hinc,1,0.16501650165016502,avctoritas,1,0.19230769230769232,diligo/3,2,0.30120481927710846,devs,1,0.1692047377326565,videlicet,1,0.15527950310559005,colligo/3,1,0.19083969465648853,mvltvs,1,0.199203187250996,conseqvor,2,0.3252032520325203,venerabilis,1,0.14144271570014144,vvltvs,2,0.33613445378151263,plenvs,1,0.15337423312883436,commendo,2,0.2777777777777778
provincia,1,0.15748031496062992,devs,1,0.15772870662460567,infirmitas,1,0.18975332068311196,pontifex,1,0.18018018018018017,disco,1,0.16583747927031509,innvmervs,1,0.17605633802816903,rex,1,0.15822784810126583,abba,1,0.17543859649122806,avdeo,1,0.16501650165016502,abba,1,0.19230769230769232,figo,2,0.30120481927710846,simvl/1,1,0.1692047377326565,roma/n,1,0.15527950310559005,mando/2,1,0.19083969465648853,mvltvm/2,1,0.199203187250996,postmodvm,2,0.3252032520325203,regio,1,0.14144271570014144,perficio,2,0.33613445378151263,amplector,1,0.15337423312883436,moveo,2,0.2777777777777778
traditio,1,0.15748031496062992,cetervs,1,0.15772870662460567,svvs,1,0.18975332068311196,romanvs/a,1,0.18018018018018017,doceo,1,0.16583747927031509,memini,1,0.17605633802816903,desidero,1,0.15822784810126583,doceo,1,0.17543859649122806,avstralis,1,0.16501650165016502,memoria,1,0.19230769230769232,ordo,2,0.30120481927710846,dvbito,1,0.1692047377326565,permitto,1,0.15527950310559005,lindissi/n,1,0.19083969465648853,ferrvm,1,0.199203187250996,clades,2,0.3252032520325203,discipvlvs,1,0.14144271570014144,appareo,2,0.33613445378151263,sedvlvs,1,0.15337423312883436,signvm,2,0.2777777777777778
vox,1,0.15748031496062992,exsisto,1,0.15772870662460567,qvondam,1,0.18975332068311196,svccessor,1,0.18018018018018017,provincia,1,0.16583747927031509,siqvis,1,0.17605633802816903,scriptvra,1,0.15822784810126583,exsisto,1,0.17543859649122806,frater,1,0.16501650165016502,video,1,0.19230769230769232,devenio,2,0.30120481927710846,disco,1,0.1692047377326565,pater,1,0.15527950310559005,diversvs,1,0.19083969465648853,ignis,1,0.199203187250996,vbicvmqve/2,2,0.3252032520325203,vox,1,0.14144271570014144,disciplina,2,0.33613445378151263,noster,1,0.15337423312883436,pax,2,0.2777777777777778
videlicet,1,0.15748031496062992,regio,1,0.15772870662460567,nomen,1,0.18975332068311196,pars,1,0.18018018018018017,papa,1,0.16583747927031509,mevs,1,0.17605633802816903,verbvm,1,0.15822784810126583,diligens,1,0.17543859649122806,condo,1,0.16501650165016502,pontifex,1,0.19230769230769232,solvo,2,0.30120481927710846,ecclesia,1,0.1692047377326565,exinde,1,0.15527950310559005,scio,1,0.19083969465648853,nobilis/2,1,0.199203187250996,gravo,2,0.3252032520325203,venio,1,0.14144271570014144,gloriosvs,1,0.16806722689075632,cvra,1,0.15337423312883436,ivs/1,2,0.2777777777777778
praefor,1,0.15748031496062992,venio,1,0.15772870662460567,interpono,1,0.18975332068311196,mando/2,1,0.18018018018018017,littera,1,0.16583747927031509,locvs,1,0.17605633802816903,sedvlvs,1,0.15822784810126583,provincia,1,0.17543859649122806,fidelis/2,1,0.16501650165016502,romanvs/a,1,0.19230769230769232,modestvs,2,0.30120481927710846,regio,1,0.1692047377326565,svpersvm/1,1,0.15527950310559005,veritas,1,0.19083969465648853,medivs,1,0.199203187250996,gens,1,0.16260162601626016,pontifex,1,0.14144271570014144,presbyter,1,0.16806722689075632,refero,1,0.15337423312883436,perficio,2,0.2777777777777778
fides/2,1,0.15748031496062992,praesvm/1,1,0.15772870662460567,genvs/1,1,0.18975332068311196,olim,1,0.18018018018018017,vox,1,0.16583747927031509,qvondam,1,0.17605633802816903,vir,1,0.15822784810126583,permitto,1,0.17543859649122806,ago,1,0.16501650165016502,permitto,1,0.19230769230769232,constitvo,2,0.30120481927710846,venio,1,0.1692047377326565,recipero,1,0.15527950310559005,habeo,1,0.19083969465648853,adhvc,1,0.199203187250996,amplector,1,0.16260162601626016,invenio,1,0.14144271570014144,probo,1,0.16806722689075632,vigilo,1,0.15337423312883436,praebeo,2,0.2777777777777778
percipio,1,0.15748031496062992,invenio,1,0.15772870662460567,modvs,1,0.18975332068311196,recipero,1,0.18018018018018017,pontifex,1,0.16583747927031509,nomen,1,0.17605633802816903,refero,1,0.15822784810126583,percipio,1,0.17543859649122806,obsecro,1,0.16501650165016502,pater,1,0.19230769230769232,rex,1,0.15060240963855423,nonnvllvs,1,0.1692047377326565,lindissi/n,1,0.15527950310559005,pono,1,0.19083969465648853,vtpote,1,0.199203187250996,avdio,1,0.16260162601626016,praefor,1,0.14144271570014144,plenvs,1,0.16806722689075632,notitia,1,0.15337423312883436,sentio,2,0.2777777777777778
