,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
mvltvs,1,0.18248175182481752,sollicitvs,1,0.17094017094017094,avctoritas,1,0.1724137931034483,dvbito,1,0.1869158878504673,colligo/3,1,0.186219739292365,disciplina,2,0.273972602739726,memoria,1,0.15723270440251574,ministerivm,1,0.17123287671232876,condo,1,0.17513134851138354,vervs,1,0.17152658662092624,alivs,1,0.1579778830963665,proximvs,1,0.15847860538827258,postea,1,0.16420361247947454,libellvs,1,0.16722408026755853,cvro,1,0.14947683109118087,recipero,1,0.16891891891891891,lindisfarnensis/a,1,0.17006802721088435,video,1,0.17543859649122806,exinde,1,0.16891891891891891,discipvlvs,1,0.1443001443001443
vnde/1,1,0.18248175182481752,memoro,1,0.17094017094017094,salvs,1,0.1724137931034483,abba,1,0.1869158878504673,praesens,1,0.186219739292365,veneror,2,0.273972602739726,diligens,1,0.15723270440251574,qvalis/1,1,0.17123287671232876,diversvs,1,0.17513134851138354,refero,1,0.17152658662092624,invenio,1,0.1579778830963665,ministerivm,1,0.15847860538827258,consilivm,1,0.16420361247947454,certvs,1,0.16722408026755853,abba,1,0.14947683109118087,frater,1,0.16891891891891891,simplex,1,0.17006802721088435,vox,1,0.17543859649122806,gratia,1,0.16891891891891891,traditio,1,0.1443001443001443
copiosvs,1,0.18248175182481752,rego,1,0.17094017094017094,occasio,1,0.1724137931034483,revereor,1,0.1869158878504673,perfero,1,0.186219739292365,nomino,2,0.273972602739726,provincia,1,0.15723270440251574,monasterivm,1,0.17123287671232876,excipio,1,0.17513134851138354,religiosvs,1,0.17152658662092624,praefor,1,0.1579778830963665,erga,1,0.15847860538827258,hinc,1,0.16420361247947454,obsecro,1,0.16722408026755853,revereor,1,0.14947683109118087,antistes,1,0.16891891891891891,mevs,1,0.17006802721088435,videlicet,1,0.17543859649122806,deniqve,1,0.16891891891891891,vox,1,0.1443001443001443
ivxta/1,1,0.18248175182481752,provincia,1,0.17094017094017094,disco,1,0.1724137931034483,ecclesia,1,0.1869158878504673,deniqve,1,0.186219739292365,castigo,2,0.273972602739726,vox,1,0.15723270440251574,antistes,1,0.17123287671232876,aliter,1,0.17513134851138354,pivs,1,0.17152658662092624,perfero,1,0.1579778830963665,fidelis/2,1,0.15847860538827258,exinde,1,0.16420361247947454,veritas,1,0.16722408026755853,venerabilis,1,0.14947683109118087,certvs,1,0.16891891891891891,incola,1,0.17006802721088435,roma/n,1,0.17543859649122806,opvs/1,1,0.16891891891891891,postea,1,0.1443001443001443
modvs,1,0.18248175182481752,littera,1,0.17094017094017094,omnis,1,0.1724137931034483,memoria,1,0.1869158878504673,avdeo,1,0.186219739292365,desidero,1,0.136986301369863,alivs,1,0.15723270440251574,ago,1,0.17123287671232876,svpernvs,1,0.17513134851138354,accendo,1,0.17152658662092624,svpersvm/1,1,0.1579778830963665,sancio,1,0.15847860538827258,perfero,1,0.16420361247947454,credo,1,0.16722408026755853,institvo,1,0.14947683109118087,obsecro,1,0.16891891891891891,intercessio,1,0.17006802721088435,alivs,1,0.17543859649122806,svpersvm/1,1,0.16891891891891891,ibi,1,0.1443001443001443
aer,1,0.18248175182481752,videlicet,1,0.17094017094017094,theodore/n1,1,0.1724137931034483,theodore/n1,1,0.1869158878504673,svpersvm/1,1,0.186219739292365,lego/2,1,0.136986301369863,romanvs/a,1,0.15723270440251574,libellvs,1,0.17123287671232876,svvs,1,0.17513134851138354,memoro,1,0.17152658662092624,sacerdos,1,0.1579778830963665,lindisfarnensis/a,1,0.15847860538827258,mercii/n,1,0.16420361247947454,qvondam,1,0.16722408026755853,regio,1,0.14947683109118087,aliter,1,0.16891891891891891,terra,1,0.17006802721088435,fides/2,1,0.17543859649122806,insvla,1,0.16891891891891891,permitto,1,0.1443001443001443
nobilis/2,1,0.18248175182481752,fides/2,1,0.17094017094017094,regio,1,0.1724137931034483,provincia,1,0.1869158878504673,proximvs,1,0.186219739292365,sanctvs,1,0.136986301369863,permitto,1,0.15723270440251574,simplex,1,0.17123287671232876,britannia/n,1,0.17513134851138354,notitia,1,0.17152658662092624,recipero,1,0.1579778830963665,siqvis,1,0.15847860538827258,vita,1,0.16420361247947454,nomen,1,0.16722408026755853,discipvlvs,1,0.14947683109118087,infirmitas,1,0.16891891891891891,pvlcher,1,0.17006802721088435,avstralis,1,0.17543859649122806,recipero,1,0.16891891891891891,reverto,1,0.1443001443001443
vter/4,1,0.18248175182481752,praesens,1,0.17094017094017094,littera,1,0.1724137931034483,nonnvllvs,1,0.1869158878504673,avstralis,1,0.186219739292365,noster,1,0.136986301369863,praesvm/1,1,0.15723270440251574,adicio,1,0.17123287671232876,maximvs,1,0.17513134851138354,simvl/1,1,0.17152658662092624,erga,1,0.1579778830963665,aliter,1,0.15847860538827258,condo,1,0.16420361247947454,qvidam,1,0.16722408026755853,papa,1,0.14947683109118087,svvs,1,0.16891891891891891,nvllvs,1,0.17006802721088435,fidelis/2,1,0.17543859649122806,condo,1,0.16891891891891891,pater,1,0.1443001443001443
adhvc,1,0.18248175182481752,avstralis,1,0.17094017094017094,ibi,1,0.1724137931034483,alivs,1,0.1869158878504673,olim,1,0.186219739292365,bonvs,1,0.136986301369863,invenio,1,0.15723270440251574,habeo,1,0.17123287671232876,genvs/1,1,0.17513134851138354,salvs,1,0.17152658662092624,memini,1,0.1579778830963665,veritas,1,0.15847860538827258,innvmervs,1,0.16420361247947454,mvltvm/2,1,0.16722408026755853,nonnvllvs,1,0.14947683109118087,qvondam,1,0.16891891891891891,aetas,1,0.17006802721088435,innvmervs,1,0.17543859649122806,erga,1,0.16891891891891891,exinde,1,0.1443001443001443
advenio,1,0.18248175182481752,pervenio,1,0.17094017094017094,pater,1,0.1724137931034483,praefor,1,0.1869158878504673,recipero,1,0.186219739292365,pivs,1,0.136986301369863,itaqve,1,0.15723270440251574,svpernvs,1,0.17123287671232876,fons,1,0.17513134851138354,cetervs,1,0.17152658662092624,excipio,1,0.1579778830963665,pono,1,0.15847860538827258,natio/1,1,0.16420361247947454,praeclarvs,1,0.16722408026755853,romanvs/a,1,0.14947683109118087,nomen,1,0.16891891891891891,recipio,1,0.17006802721088435,memini,1,0.17543859649122806,antistes,1,0.16891891891891891,gratia,1,0.1443001443001443
vtpote,1,0.18248175182481752,condo,1,0.17094017094017094,exinde,1,0.1724137931034483,vsqve,1,0.1869158878504673,qvalis/1,1,0.186219739292365,accendo,1,0.136986301369863,percipio,1,0.15723270440251574,singvlvs,1,0.17123287671232876,aetas,1,0.17513134851138354,omnis,1,0.17152658662092624,svpernvs,1,0.1579778830963665,mevs,1,0.15847860538827258,mens,1,0.16420361247947454,pvlcher,1,0.16722408026755853,percipio,1,0.14947683109118087,tergvm,1,0.16891891891891891,ardeo,1,0.17006802721088435,sancio,1,0.17543859649122806,fidelis/2,1,0.16891891891891891,avstralis,1,0.1443001443001443
incipio,1,0.18248175182481752,scio,1,0.17094017094017094,praesens,1,0.1724137931034483,colligo/3,1,0.1869158878504673,condo,1,0.186219739292365,vigilo,1,0.136986301369863,praesens,1,0.15723270440251574,credo,1,0.17123287671232876,modvs,1,0.17513134851138354,abba,1,0.17152658662092624,intercessio,1,0.1579778830963665,infirmitas,1,0.15847860538827258,svpernvs,1,0.16420361247947454,nvllvs,1,0.16722408026755853,perfero,1,0.14947683109118087,ivmentvm,1,0.16891891891891891,prope/2,1,0.17006802721088435,libellvs,1,0.17543859649122806,memini,1,0.16891891891891891,ministerivm,1,0.1443001443001443
impetro,1,0.18248175182481752,excipio,1,0.17094017094017094,perfero,1,0.1724137931034483,praesens,1,0.1869158878504673,lindissi/n,1,0.186219739292365,notitia,1,0.136986301369863,perfero,1,0.15723270440251574,nomen,1,0.17123287671232876,ferrvm,1,0.17513134851138354,doceo,1,0.17152658662092624,civitas,1,0.1579778830963665,corpvs,1,0.15847860538827258,maximvs,1,0.16420361247947454,valeo,1,0.16722408026755853,opvs/1,1,0.14947683109118087,fons,1,0.16891891891891891,lvcidvs,1,0.17006802721088435,obsecro,1,0.17543859649122806,reperio,1,0.16891891891891891,antistes,1,0.1443001443001443
magnvs,1,0.18248175182481752,lindisfarnensis/a,1,0.17094017094017094,pars,1,0.1724137931034483,perfero,1,0.1869158878504673,erga,1,0.186219739292365,avctoritas,1,0.136986301369863,gratia,1,0.15723270440251574,aperio,1,0.17123287671232876,lvcidvs,1,0.17513134851138354,archiepiscopvs,1,0.17152658662092624,tergvm,1,0.1579778830963665,svpernvs,1,0.15847860538827258,mare,1,0.16420361247947454,ivxta/1,1,0.16722408026755853,avdeo,1,0.14947683109118087,vmqvam,1,0.16891891891891891,medivs,1,0.17006802721088435,siqvis,1,0.17543859649122806,pono,1,0.16891891891891891,fidelis/2,1,0.1443001443001443
do,1,0.18248175182481752,siqvis,1,0.17094017094017094,ministerivm,1,0.1724137931034483,pars,1,0.1869158878504673,diversvs,1,0.186219739292365,cetervs,1,0.136986301369863,deniqve,1,0.15723270440251574,praeclarvs,1,0.17123287671232876,qvaestio,1,0.17513134851138354,ibi,1,0.17152658662092624,nvllvs,1,0.1579778830963665,svvs,1,0.15847860538827258,flvvivs,1,0.16420361247947454,nobilis/2,1,0.16722408026755853,svpersvm/1,1,0.14947683109118087,valeo,1,0.16891891891891891,sicvt/1,1,0.17006802721088435,natio/1,1,0.17543859649122806,mevs,1,0.16891891891891891,mevs,1,0.1443001443001443
coepio,1,0.18248175182481752,nomen,1,0.17094017094017094,sacerdos,1,0.1724137931034483,proximvs,1,0.1869158878504673,memini,1,0.186219739292365,dvbito,1,0.136986301369863,opvs/1,1,0.15723270440251574,pvlcher,1,0.17123287671232876,vter/4,1,0.17513134851138354,affero,1,0.17152658662092624,modvs,1,0.1579778830963665,qvondam,1,0.15847860538827258,ivxta/1,1,0.16420361247947454,prope/2,1,0.16722408026755853,pervenio,1,0.14947683109118087,aetas,1,0.16891891891891891,contra/2,1,0.17006802721088435,mevs,1,0.17543859649122806,interpono,1,0.16891891891891891,mens,1,0.1443001443001443
consto,1,0.18248175182481752,longvs,1,0.17094017094017094,pervenio,1,0.1724137931034483,insvla,1,0.1869158878504673,sancio,1,0.186219739292365,svbtraho,1,0.136986301369863,avstralis,1,0.15723270440251574,nvllvs,1,0.17123287671232876,sicvt/1,1,0.17513134851138354,percipio,1,0.17152658662092624,lapis,1,0.1579778830963665,maximvs,1,0.15847860538827258,modvs,1,0.16420361247947454,iaceo,1,0.16722408026755853,qvalis/1,1,0.14947683109118087,modvs,1,0.16891891891891891,liber/1,1,0.17006802721088435,infirmitas,1,0.17543859649122806,vnde/1,1,0.16891891891891891,singvlvs,1,0.1443001443001443
servo,1,0.18248175182481752,aperio,1,0.17094017094017094,monasterivm,1,0.1724137931034483,fidelis/2,1,0.1869158878504673,libellvs,1,0.186219739292365,theodore/n1,1,0.136986301369863,mercii/n,1,0.15723270440251574,venvstvs,1,0.17123287671232876,contra/2,1,0.17513134851138354,nordanhymbri/n,1,0.17152658662092624,permaneo,1,0.1579778830963665,praeclarvs,1,0.15847860538827258,praeter/2,1,0.16420361247947454,qvaestio,1,0.16722408026755853,fidelis/2,1,0.14947683109118087,nobilis/2,1,0.16891891891891891,lingva,1,0.17006802721088435,credo,1,0.17543859649122806,genvs/1,1,0.16891891891891891,maximvs,1,0.1443001443001443
procedo/1,1,0.18248175182481752,voco,1,0.17094017094017094,condo,1,0.1724137931034483,reperio,1,0.1869158878504673,simplex,1,0.186219739292365,ervdio,1,0.136986301369863,excipio,1,0.15723270440251574,praeter/2,1,0.17123287671232876,secedo/1,1,0.17513134851138354,avdeo,1,0.17152658662092624,vtpote,1,0.1579778830963665,pvlcher,1,0.15847860538827258,septentrionalis,1,0.16420361247947454,adhvc,1,0.16722408026755853,libellvs,1,0.14947683109118087,qvia,1,0.16891891891891891,confiteor,1,0.17006802721088435,aperio,1,0.17543859649122806,flvvivs,1,0.16891891891891891,longvs,1,0.1443001443001443
tertivs,1,0.18248175182481752,qvidam,1,0.17094017094017094,ago,1,0.1724137931034483,habeo,1,0.1869158878504673,adicio,1,0.186219739292365,littera,1,0.136986301369863,lindisfarnensis/a,1,0.15723270440251574,contra/2,1,0.17123287671232876,sex,1,0.17513134851138354,ministerivm,1,0.17152658662092624,dies,1,0.1579778830963665,valeo,1,0.15847860538827258,advenio,1,0.16420361247947454,advenio,1,0.16722408026755853,obsecro,1,0.14947683109118087,prope/2,1,0.16891891891891891,facio,1,0.17006802721088435,ardor,1,0.17543859649122806,lapis,1,0.16891891891891891,interpono,1,0.1443001443001443
sto,1,0.18248175182481752,terra,1,0.17094017094017094,simplex,1,0.1724137931034483,corpvs,1,0.1869158878504673,obsecro,1,0.186219739292365,postea,1,0.136986301369863,simplex,1,0.15723270440251574,accipio,1,0.17123287671232876,nvmervs,1,0.17513134851138354,pervenio,1,0.17152658662092624,sicvt/1,1,0.1579778830963665,venvstvs,1,0.15847860538827258,matvtinvs,1,0.16420361247947454,vtpote,1,0.16722408026755853,habeo,1,0.14947683109118087,permaneo,1,0.16891891891891891,accipio,1,0.17006802721088435,aetas,1,0.17543859649122806,septentrionalis,1,0.16891891891891891,genvs/1,1,0.1443001443001443
rarvs,1,0.18248175182481752,mvltvm/2,1,0.17094017094017094,mevs,1,0.1724137931034483,qvondam,1,0.1869158878504673,siqvis,1,0.186219739292365,romanvs/a,1,0.136986301369863,certvs,1,0.15723270440251574,incipio,1,0.17123287671232876,primvs,1,0.17513134851138354,lindissi/n,1,0.17152658662092624,nimirvm,1,0.1579778830963665,aqva,1,0.15847860538827258,dies,1,0.16420361247947454,nimirvm,1,0.16722408026755853,credo,1,0.14947683109118087,dies,1,0.16891891891891891,contingo/1,1,0.17006802721088435,aqva,1,0.17543859649122806,permaneo,1,0.16891891891891891,fons,1,0.1443001443001443
percvtio,1,0.18248175182481752,nvllvs,1,0.17094017094017094,mens,1,0.1724137931034483,nomen,1,0.1869158878504673,natio/1,1,0.186219739292365,invenio,1,0.136986301369863,incola,1,0.15723270440251574,perhibeo,1,0.17123287671232876,perhibeo,1,0.17513134851138354,antistes,1,0.17152658662092624,impetro,1,0.1579778830963665,praeter/2,1,0.15847860538827258,secedo/1,1,0.16420361247947454,sex,1,0.16722408026755853,qvondam,1,0.14947683109118087,contra/2,1,0.16891891891891891,finis,1,0.17006802721088435,praeter/2,1,0.17543859649122806,matvtinvs,1,0.16891891891891891,nvllvs,1,0.1443001443001443
secerno,1,0.18248175182481752,ardor,1,0.17094017094017094,incola,1,0.1724137931034483,longvs,1,0.1869158878504673,mens,1,0.186219739292365,consilivm,1,0.136986301369863,qvondam,1,0.15723270440251574,ingredior,1,0.17123287671232876,respondeo,1,0.17513134851138354,fidelis/2,1,0.17152658662092624,dono,1,0.1579778830963665,instrvo,1,0.15847860538827258,liber/1,1,0.16420361247947454,scientia,1,0.16722408026755853,nomen,1,0.14947683109118087,secedo/1,1,0.16891891891891891,ergo/2,1,0.17006802721088435,adhvc,1,0.17543859649122806,plaga/2,1,0.16891891891891891,valeo,1,0.1443001443001443
flvmen,1,0.18248175182481752,venvstvs,1,0.17094017094017094,nomen,1,0.1724137931034483,voco,1,0.1869158878504673,svpernvs,1,0.186219739292365,colligo/3,1,0.136986301369863,aperio,1,0.15723270440251574,sedes,1,0.17123287671232876,coepio,1,0.17513134851138354,scio,1,0.17152658662092624,aspicio,1,0.1579778830963665,septentrionalis,1,0.15847860538827258,primvs,1,0.16420361247947454,accipio,1,0.16722408026755853,civitas,1,0.14947683109118087,liber/1,1,0.16891891891891891,do,1,0.17006802721088435,matvtinvs,1,0.17543859649122806,sicvt/1,1,0.16891891891891891,ivxta/1,1,0.1443001443001443
meridianvs,1,0.18248175182481752,aqva,1,0.17094017094017094,genvs/1,1,0.1724137931034483,flvvivs,1,0.1869158878504673,singvlvs,1,0.186219739292365,avdeo,1,0.136986301369863,praeclarvs,1,0.15723270440251574,magnvs,1,0.17123287671232876,consentio,1,0.17513134851138354,certvs,1,0.17152658662092624,resto,1,0.1579778830963665,iaceo,1,0.15847860538827258,fero,1,0.16420361247947454,magnvs,1,0.16722408026755853,vnde/1,1,0.14947683109118087,scientia,1,0.16891891891891891,resto,1,0.17006802721088435,nvmervs,1,0.17543859649122806,scoti/n,1,0.16891891891891891,adhvc,1,0.1443001443001443
imperivm,1,0.18248175182481752,ardeo,1,0.17094017094017094,valeo,1,0.1724137931034483,ivxta/1,1,0.1869158878504673,locvs,1,0.186219739292365,mercii/n,1,0.136986301369863,copiosvs,1,0.15723270440251574,ergo/2,1,0.17123287671232876,hodie,1,0.17513134851138354,veritas,1,0.17152658662092624,dvx,1,0.1579778830963665,nox,1,0.15847860538827258,perhibeo,1,0.16420361247947454,inqvio,1,0.16722408026755853,ivxta/1,1,0.14947683109118087,britanni/n,1,0.16891891891891891,habito,1,0.17006802721088435,contingo/1,1,0.17543859649122806,primvs,1,0.16891891891891891,permaneo,1,0.1443001443001443
dvo,1,0.18248175182481752,praeter/2,1,0.17094017094017094,ferrvm,1,0.1724137931034483,sex,1,0.1869158878504673,incola,1,0.186219739292365,vita,1,0.136986301369863,pvlcher,1,0.15723270440251574,dono,1,0.17123287671232876,potivs,1,0.17513134851138354,habeo,1,0.17152658662092624,propter/2,1,0.1579778830963665,secedo/1,1,0.15847860538827258,impetro,1,0.16420361247947454,coepio,1,0.16722408026755853,aqva,1,0.14947683109118087,contingo/1,1,0.16891891891891891,hodie,1,0.17006802721088435,finis,1,0.17543859649122806,accipio,1,0.16891891891891891,plaga/2,1,0.1443001443001443
interpres,1,0.18248175182481752,medivs,1,0.17094017094017094,lapis,1,0.1724137931034483,facio,1,0.1869158878504673,intercessio,1,0.186219739292365,lindissi/n,1,0.136986301369863,vmqvam,1,0.15723270440251574,servo,1,0.17123287671232876,talis,1,0.17513134851138354,infirmitas,1,0.17152658662092624,vivo,1,0.1579778830963665,confiteor,1,0.15847860538827258,sino,1,0.16420361247947454,eligo/3,1,0.16722408026755853,qvia,1,0.14947683109118087,magnvs,1,0.16891891891891891,procedo/1,1,0.17006802721088435,ergo/2,1,0.17543859649122806,incipio,1,0.16891891891891891,secedo/1,1,0.1443001443001443
aeternvs,1,0.18248175182481752,adhvc,1,0.17094017094017094,nobilis/2,1,0.1724137931034483,primvs,1,0.1869158878504673,qvondam,1,0.186219739292365,diversvs,1,0.136986301369863,ardor,1,0.15723270440251574,dvx,1,0.17123287671232876,patria,1,0.17513134851138354,mens,1,0.17152658662092624,qvin/1,1,0.1579778830963665,ingredior,1,0.15847860538827258,respondeo,1,0.16420361247947454,hodie,1,0.16722408026755853,adhvc,1,0.14947683109118087,resto,1,0.16891891891891891,dvx,1,0.17006802721088435,dono,1,0.17543859649122806,peto,1,0.16891891891891891,accipio,1,0.1443001443001443
donec,1,0.18248175182481752,dies,1,0.17094017094017094,longe,1,0.1724137931034483,contingo/1,1,0.1869158878504673,nomen,1,0.186219739292365,memini,1,0.136986301369863,venvstvs,1,0.15723270440251574,hactenvs,1,0.17123287671232876,egredior,1,0.17513134851138354,saepe,1,0.17152658662092624,percvtio,1,0.1579778830963665,intro/1,1,0.15847860538827258,vivo,1,0.16420361247947454,dvx,1,0.16722408026755853,noctvrnvs,1,0.14947683109118087,cvmqve,1,0.16891891891891891,sto,1,0.17006802721088435,ambo/2,1,0.17543859649122806,qvamvis/1,1,0.16891891891891891,contingo/1,1,0.1443001443001443
assensvs,1,0.18248175182481752,nimirvm,1,0.17094017094017094,redeo/1,1,0.1724137931034483,ingredior,1,0.1869158878504673,vnde/1,1,0.186219739292365,sancio,1,0.136986301369863,aetas,1,0.15723270440251574,percvtio,1,0.17123287671232876,antiqvitvs,1,0.17513134851138354,locvs,1,0.17152658662092624,spativm,1,0.1579778830963665,dono,1,0.15847860538827258,talis,1,0.16420361247947454,hactenvs,1,0.16722408026755853,sex,1,0.14947683109118087,consto,1,0.16891891891891891,talis,1,0.17006802721088435,inqvio,1,0.17543859649122806,magnvs,1,0.16891891891891891,ingredior,1,0.1443001443001443
hvc,1,0.18248175182481752,scoti/n,1,0.17094017094017094,sex,1,0.1724137931034483,finis,1,0.1869158878504673,terra,1,0.186219739292365,lindisfarnensis/a,1,0.136986301369863,lapis,1,0.15723270440251574,dvo,1,0.17123287671232876,consvetvdo,1,0.17513134851138354,britannia/n,1,0.17152658662092624,flvmen,1,0.1579778830963665,volo/3,1,0.15847860538827258,egredior,1,0.16420361247947454,qvin/1,1,0.16722408026755853,lingva,1,0.14947683109118087,rarvs,1,0.16891891891891891,secerno,1,0.17006802721088435,coepio,1,0.17543859649122806,respondeo,1,0.16891891891891891,intro/1,1,0.1443001443001443
nolo,1,0.18248175182481752,peto,1,0.17094017094017094,nvmervs,1,0.1724137931034483,impetro,1,0.1869158878504673,praeclarvs,1,0.186219739292365,siqvis,1,0.136986301369863,ignis,1,0.15723270440251574,capvt,1,0.17123287671232876,tantvs,1,0.17513134851138354,qvondam,1,0.17152658662092624,imperivm,1,0.1579778830963665,consentio,1,0.15847860538827258,spativm,1,0.16420361247947454,magnitvdo,1,0.16722408026755853,primvs,1,0.14947683109118087,potivs,1,0.16891891891891891,meridianvs,1,0.17006802721088435,res,1,0.17543859649122806,cvmqve,1,0.16891891891891891,peto,1,0.1443001443001443
vester,1,0.18248175182481752,ergo/2,1,0.17094017094017094,svmmvs,1,0.1724137931034483,respondeo,1,0.1869158878504673,soleo,1,0.186219739292365,aliter,1,0.136986301369863,praeter/2,1,0.15723270440251574,dominvs,1,0.17123287671232876,gavdivm,1,0.17513134851138354,maximvs,1,0.17152658662092624,praecipio,1,0.1579778830963665,res,1,0.15847860538827258,meridianvs,1,0.16420361247947454,familia,1,0.16722408026755853,finis,1,0.14947683109118087,flvmen,1,0.16891891891891891,magnitvdo,1,0.17006802721088435,totvs,1,0.17543859649122806,vxor,1,0.16891891891891891,sino,1,0.1443001443001443
cvnctvs,1,0.18248175182481752,aspicio,1,0.17094017094017094,primvs,1,0.1724137931034483,adeo/1,1,0.1869158878504673,ivxta/1,1,0.186219739292365,britannia/n,1,0.136986301369863,instrvo,1,0.15723270440251574,ferme,1,0.17123287671232876,ritvs,1,0.17513134851138354,litvs,1,0.17152658662092624,regnvm,1,0.1579778830963665,consto,1,0.15847860538827258,familia,1,0.16420361247947454,dvo,1,0.16722408026755853,dono,1,0.14947683109118087,dominvs,1,0.16891891891891891,tres,1,0.17006802721088435,antiqvitvs,1,0.17543859649122806,tertivs,1,0.16891891891891891,magnvs,1,0.1443001443001443
honor,1,0.18248175182481752,habito,1,0.17094017094017094,ingredior,1,0.1724137931034483,totvs,1,0.1869158878504673,nobilis/2,1,0.186219739292365,civitas,1,0.136986301369863,prope/2,1,0.15723270440251574,necessarivs/2,1,0.17123287671232876,domvs,1,0.17513134851138354,vnde/1,1,0.17152658662092624,ministro,1,0.1579778830963665,tertivs,1,0.15847860538827258,dvo,1,0.16420361247947454,vllvs,1,0.16722408026755853,respondeo,1,0.14947683109118087,interpres,1,0.16891891891891891,obtempero,1,0.17006802721088435,secerno,1,0.17543859649122806,sto,1,0.16891891891891891,ambo/2,1,0.1443001443001443
converto,1,0.18248175182481752,coepio,1,0.17094017094017094,sedes,1,0.1724137931034483,popvlvs/1,1,0.1869158878504673,instrvo,1,0.186219739292365,genvs/1,1,0.136986301369863,iaceo,1,0.15723270440251574,antea,1,0.17123287671232876,comes,1,0.17513134851138354,copiosvs,1,0.17152658662092624,donec,1,0.1579778830963665,hactenvs,1,0.15847860538827258,dominvs,1,0.16420361247947454,ministro,1,0.16722408026755853,adeo/1,1,0.14947683109118087,maneo,1,0.16891891891891891,gavdivm,1,0.17006802721088435,spativm,1,0.17543859649122806,rarvs,1,0.16891891891891891,habito,1,0.1443001443001443
conflvo,1,0.18248175182481752,hodie,1,0.17094017094017094,inqvio,1,0.1724137931034483,tres,1,0.1869158878504673,septentrionalis,1,0.186219739292365,flvvivs,1,0.136986301369863,qvaestio,1,0.15723270440251574,christianvs/2,1,0.17123287671232876,commvnico,1,0.17513134851138354,ignis,1,0.17152658662092624,christianvs/2,1,0.1579778830963665,patria,1,0.15847860538827258,regnvm,1,0.16420361247947454,religio,1,0.16722408026755853,vxor,1,0.14947683109118087,donec,1,0.16891891891891891,antea,1,0.17006802721088435,flvmen,1,0.17543859649122806,potivs,1,0.16891891891891891,coepio,1,0.1443001443001443
debeo,1,0.18248175182481752,servo,1,0.17094017094017094,aspicio,1,0.1724137931034483,capvt,1,0.1869158878504673,vtpote,1,0.186219739292365,praeclarvs,1,0.136986301369863,vter/4,1,0.15723270440251574,peregrinvs/2,1,0.17123287671232876,hospitivm,1,0.17513134851138354,dies,1,0.17152658662092624,licentia,1,0.1579778830963665,egredior,1,0.15847860538827258,ivbeo,1,0.16420361247947454,ritvs,1,0.16722408026755853,res,1,0.14947683109118087,regivs,1,0.16891891891891891,vocabvlvm,1,0.17006802721088435,imperivm,1,0.17543859649122806,totvs,1,0.16891891891891891,hodie,1,0.1443001443001443
gradvs,1,0.18248175182481752,dvx,1,0.17094017094017094,volo/3,1,0.1724137931034483,praecipio,1,0.1869158878504673,sex,1,0.186219739292365,ardor,1,0.136986301369863,matvtinvs,1,0.15723270440251574,hospitivm,1,0.17123287671232876,apostolicvs,1,0.17513134851138354,sex,1,0.17152658662092624,vester,1,0.1579778830963665,imperivm,1,0.15847860538827258,svpero,1,0.16420361247947454,domvs,1,0.16722408026755853,hodie,1,0.14947683109118087,domvs,1,0.16891891891891891,svpervenio,1,0.17006802721088435,consvetvdo,1,0.17543859649122806,spativm,1,0.16891891891891891,dvx,1,0.1443001443001443
sermo,1,0.18248175182481752,totvs,1,0.17094017094017094,cvmqve,1,0.1724137931034483,obtempero,1,0.1869158878504673,primvs,1,0.186219739292365,valeo,1,0.136986301369863,noctvrnvs,1,0.15723270440251574,avfero,1,0.17123287671232876,vigilia,1,0.17513134851138354,svmmvs,1,0.17152658662092624,vigilia,1,0.1579778830963665,consvetvdo,1,0.15847860538827258,assvm/1,1,0.16420361247947454,svpero,1,0.16722408026755853,procedo/1,1,0.14947683109118087,crvx,1,0.16891891891891891,praedico/3,1,0.17006802721088435,familia,1,0.17543859649122806,popvlvs/1,1,0.16891891891891891,hactenvs,1,0.1443001443001443
gero,1,0.18248175182481752,flvmen,1,0.17094017094017094,consentio,1,0.1724137931034483,christianvs/2,1,0.1869158878504673,contingo/1,1,0.186219739292365,ivxta/1,1,0.136986301369863,sicvt/1,1,0.15723270440251574,appropinqvo,1,0.17123287671232876,velvt/1,1,0.17513134851138354,commvnis,1,0.17152658662092624,sperno,1,0.1579778830963665,dominvs,1,0.15847860538827258,hvc,1,0.16420361247947454,virtvs,1,0.16722408026755853,nemo,1,0.14947683109118087,assvm/1,1,0.16891891891891891,novvs,1,0.17006802721088435,mitto,1,0.17543859649122806,dvo,1,0.16891891891891891,nemo,1,0.1443001443001443
